Date,Hour,Month,Gender,Age,Nationality,Day
2024-01-21,11,1,M,33,Local,Sunday
2024-01-21,11,1,F,38,Foreigner,Sunday
2024-01-21,11,1,M,43,Foreigner,Sunday
2024-01-21,11,1,F,45,Local,Sunday
2024-01-21,11,1,F,38,Local,Sunday
2024-01-21,12,1,F,69,Foreigner,Sunday
2024-01-21,18,1,F,32,Foreigner,Sunday
2024-01-21,18,1,F,36,Local,Sunday
2024-01-21,14,1,M,32,Local,Sunday
2024-01-21,12,1,F,49,Local,Sunday
2024-01-21,18,1,F,19,Local,Sunday
2024-01-21,17,1,F,64,Local,Sunday
2024-01-21,15,1,M,20,Local,Sunday
2024-01-21,12,1,F,44,Local,Sunday
2024-01-21,14,1,M,23,Local,Sunday
2024-01-21,17,1,M,32,Local,Sunday
2024-01-21,17,1,F,56,Foreigner,Sunday
2024-01-21,14,1,M,69,Local,Sunday
2024-01-21,13,1,M,32,Local,Sunday
2024-01-21,10,1,M,23,Local,Sunday
2024-01-21,11,1,M,63,Local,Sunday
2024-01-21,16,1,F,30,Local,Sunday
2024-01-21,13,1,F,29,Foreigner,Sunday
2024-01-21,10,1,M,33,Local,Sunday
2024-01-21,13,1,F,36,Local,Sunday
2024-01-21,13,1,M,37,Local,Sunday
2024-01-21,14,1,F,41,Foreigner,Sunday
2024-01-21,11,1,M,45,Local,Sunday
2024-01-21,11,1,M,39,Foreigner,Sunday
2024-01-21,11,1,M,24,Local,Sunday
2024-01-21,18,1,M,29,Foreigner,Sunday
2024-01-21,15,1,F,41,Local,Sunday
2024-01-21,12,1,M,53,Foreigner,Sunday
2024-01-21,18,1,F,57,Local,Sunday
2024-01-21,12,1,M,25,Local,Sunday
2024-01-21,15,1,M,55,Local,Sunday
2024-01-21,18,1,F,63,Local,Sunday
2024-01-21,16,1,M,29,Local,Sunday
2024-01-21,12,1,M,41,Local,Sunday
2024-01-21,12,1,M,37,Local,Sunday
2024-01-21,13,1,F,60,Local,Sunday
2024-01-21,10,1,M,33,Local,Sunday
2024-01-21,12,1,F,68,Foreigner,Sunday
2024-01-21,17,1,F,32,Foreigner,Sunday
2024-01-21,16,1,M,44,Local,Sunday
2024-01-21,12,1,F,57,Local,Sunday
2024-01-21,12,1,M,52,Local,Sunday
2024-01-21,18,1,M,26,Local,Sunday
2024-01-21,14,1,F,39,Local,Sunday
2024-01-21,15,1,F,68,Local,Sunday
2024-01-21,12,1,F,50,Local,Sunday
2024-01-21,13,1,M,48,Local,Sunday
2024-01-21,11,1,F,48,Local,Sunday
2024-01-21,14,1,F,18,Local,Sunday
2024-01-21,18,1,F,57,Local,Sunday
2024-01-21,12,1,M,47,Local,Sunday
2024-01-21,18,1,M,41,Local,Sunday
2024-01-21,16,1,F,68,Foreigner,Sunday
2024-01-21,16,1,M,39,Local,Sunday
2024-01-21,13,1,F,23,Foreigner,Sunday
2024-01-21,16,1,F,39,Local,Sunday
2024-01-21,13,1,M,54,Local,Sunday
2024-01-21,14,1,F,63,Local,Sunday
2024-01-21,15,1,F,44,Local,Sunday
2024-01-21,16,1,F,40,Foreigner,Sunday
2024-01-21,13,1,M,40,Local,Sunday
2024-01-21,14,1,M,20,Local,Sunday
2024-01-21,15,1,M,30,Local,Sunday
2024-01-21,18,1,M,66,Local,Sunday
2024-01-21,12,1,M,61,Foreigner,Sunday
2024-01-21,15,1,M,64,Local,Sunday
2024-01-21,12,1,F,64,Local,Sunday
2024-01-21,10,1,M,64,Local,Sunday
2024-01-21,17,1,F,59,Local,Sunday
2024-01-21,14,1,F,36,Local,Sunday
2024-01-21,11,1,F,19,Local,Sunday
2024-01-21,17,1,F,21,Local,Sunday
2024-01-21,12,1,M,28,Foreigner,Sunday
2024-01-21,14,1,F,29,Local,Sunday
2024-01-21,17,1,M,50,Local,Sunday
2024-01-21,14,1,F,25,Local,Sunday
2024-01-21,18,1,M,28,Local,Sunday
2024-01-21,12,1,M,43,Local,Sunday
2024-01-21,18,1,M,29,Foreigner,Sunday
2024-01-21,14,1,F,49,Local,Sunday
2024-01-21,17,1,F,67,Foreigner,Sunday
2024-01-21,10,1,F,54,Local,Sunday
2024-01-21,14,1,F,68,Local,Sunday
2024-01-21,16,1,F,55,Local,Sunday
2024-01-21,18,1,F,31,Local,Sunday
2024-01-21,12,1,F,70,Local,Sunday
2024-01-21,11,1,F,67,Local,Sunday
2024-01-21,17,1,F,67,Local,Sunday
2024-01-21,15,1,F,41,Local,Sunday
2024-01-21,12,1,F,49,Local,Sunday
2024-01-21,18,1,F,26,Foreigner,Sunday
2024-01-21,17,1,F,20,Local,Sunday
2024-01-21,12,1,F,58,Local,Sunday
2024-01-21,12,1,F,28,Foreigner,Sunday
2024-01-21,14,1,M,24,Foreigner,Sunday
2024-01-21,12,1,F,69,Local,Sunday
2024-01-21,15,1,M,55,Foreigner,Sunday
2024-01-21,18,1,M,18,Foreigner,Sunday
2024-01-21,17,1,F,57,Local,Sunday
2024-01-21,18,1,M,55,Local,Sunday
2024-01-21,11,1,M,70,Local,Sunday
2024-01-21,16,1,M,36,Foreigner,Sunday
2024-01-21,17,1,M,48,Local,Sunday
2024-01-21,12,1,F,18,Local,Sunday
2024-01-21,12,1,F,46,Foreigner,Sunday
2024-01-21,16,1,F,42,Local,Sunday
2024-01-21,17,1,M,49,Foreigner,Sunday
2024-01-21,17,1,F,66,Local,Sunday
2024-01-21,18,1,F,52,Foreigner,Sunday
2024-01-21,16,1,F,57,Local,Sunday
2024-01-21,17,1,F,51,Foreigner,Sunday
2024-01-21,12,1,M,28,Local,Sunday
2024-01-21,17,1,F,46,Foreigner,Sunday
2024-01-21,11,1,M,37,Foreigner,Sunday
2024-01-21,15,1,F,54,Local,Sunday
2024-01-21,14,1,M,70,Local,Sunday
2024-01-21,16,1,F,65,Foreigner,Sunday
2024-01-21,12,1,F,69,Local,Sunday
2024-01-21,18,1,M,21,Local,Sunday
2024-01-21,16,1,F,51,Local,Sunday
2024-01-21,10,1,F,18,Foreigner,Sunday
2024-01-21,13,1,F,70,Local,Sunday
2024-01-21,11,1,F,36,Local,Sunday
2024-01-21,17,1,F,68,Local,Sunday
2024-01-21,13,1,F,30,Local,Sunday
2024-01-21,18,1,M,60,Local,Sunday
2024-01-21,17,1,M,20,Local,Sunday
2024-01-21,16,1,M,58,Local,Sunday
2024-01-21,12,1,M,67,Local,Sunday
2024-01-21,17,1,M,43,Local,Sunday
2024-01-21,16,1,M,59,Foreigner,Sunday
2024-01-21,10,1,M,59,Local,Sunday
2024-01-21,13,1,M,38,Local,Sunday
2024-01-21,12,1,F,26,Local,Sunday
2024-01-21,18,1,F,59,Local,Sunday
2024-01-21,13,1,F,26,Foreigner,Sunday
2024-01-21,10,1,M,42,Local,Sunday
2024-01-21,17,1,F,25,Foreigner,Sunday
2024-01-21,14,1,M,48,Local,Sunday
2024-01-21,12,1,M,22,Local,Sunday
2024-01-21,16,1,F,21,Foreigner,Sunday
2024-01-21,17,1,M,62,Local,Sunday
2024-01-21,13,1,F,38,Foreigner,Sunday
2024-01-21,14,1,F,55,Local,Sunday
2024-01-21,10,1,F,26,Local,Sunday
2024-01-21,13,1,F,33,Local,Sunday
2024-01-21,18,1,F,64,Local,Sunday
2024-01-21,18,1,F,55,Local,Sunday
2024-01-21,12,1,F,29,Local,Sunday
2024-01-21,15,1,M,35,Foreigner,Sunday
2024-01-21,12,1,F,61,Local,Sunday
2024-01-21,18,1,M,29,Local,Sunday
2024-01-21,10,1,M,66,Local,Sunday
2024-01-21,12,1,F,68,Local,Sunday
2024-01-21,16,1,M,59,Local,Sunday
2024-01-21,13,1,M,46,Foreigner,Sunday
2024-01-21,15,1,M,31,Local,Sunday
2024-01-21,11,1,F,30,Local,Sunday
2024-01-21,17,1,M,63,Local,Sunday
2024-01-21,15,1,M,48,Foreigner,Sunday
2024-01-21,18,1,F,28,Local,Sunday
2024-01-21,11,1,M,41,Foreigner,Sunday
2024-01-21,18,1,F,49,Foreigner,Sunday
2024-01-21,18,1,M,62,Local,Sunday
2024-01-21,11,1,F,69,Foreigner,Sunday
2024-01-21,11,1,F,66,Local,Sunday
2024-01-21,17,1,M,53,Local,Sunday
2024-01-21,11,1,M,60,Foreigner,Sunday
2024-01-21,18,1,M,25,Local,Sunday
2024-01-21,15,1,F,57,Local,Sunday
2024-01-21,13,1,M,60,Foreigner,Sunday
2024-01-21,12,1,F,58,Local,Sunday
2024-01-21,12,1,M,44,Foreigner,Sunday
2024-01-21,15,1,M,34,Local,Sunday
2024-01-21,13,1,M,48,Local,Sunday
2024-01-21,13,1,M,56,Local,Sunday
2024-01-21,14,1,M,53,Local,Sunday
2024-01-21,16,1,M,47,Local,Sunday
2024-01-21,18,1,M,22,Local,Sunday
2024-01-21,17,1,M,53,Local,Sunday
2024-01-21,17,1,F,36,Foreigner,Sunday
2024-01-21,15,1,F,51,Local,Sunday
2024-01-21,10,1,M,35,Local,Sunday
2024-01-21,13,1,F,69,Local,Sunday
2024-01-21,10,1,M,30,Foreigner,Sunday
2024-01-21,12,1,M,30,Local,Sunday
2024-01-21,16,1,F,55,Local,Sunday
2024-01-21,16,1,F,19,Local,Sunday
2024-01-21,10,1,M,32,Foreigner,Sunday
2024-01-21,17,1,F,48,Local,Sunday
2024-01-21,18,1,F,58,Foreigner,Sunday
2024-01-21,15,1,F,52,Local,Sunday
2024-01-21,12,1,F,27,Local,Sunday
2024-01-21,18,1,F,30,Local,Sunday
2024-01-21,12,1,M,49,Local,Sunday
2024-01-21,11,1,M,70,Foreigner,Sunday
2024-01-21,11,1,F,48,Local,Sunday
2024-01-21,16,1,F,41,Local,Sunday
2024-01-21,13,1,F,36,Local,Sunday
2024-01-21,11,1,F,46,Local,Sunday
2024-01-21,16,1,M,33,Local,Sunday
2024-01-21,16,1,F,58,Local,Sunday
2024-01-21,11,1,F,37,Local,Sunday
2024-01-21,12,1,F,69,Local,Sunday
2024-01-21,10,1,M,51,Local,Sunday
2024-01-21,14,1,F,32,Local,Sunday
2024-01-21,10,1,F,50,Local,Sunday
2024-01-21,14,1,F,58,Foreigner,Sunday
2024-01-21,16,1,F,38,Foreigner,Sunday
2024-01-21,12,1,F,41,Local,Sunday
2024-01-21,12,1,M,27,Foreigner,Sunday
2024-01-21,12,1,F,53,Local,Sunday
2024-01-21,10,1,F,19,Local,Sunday
2024-01-21,12,1,M,61,Local,Sunday
2024-01-21,14,1,M,50,Local,Sunday
2024-01-21,11,1,F,50,Local,Sunday
2024-01-21,17,1,F,60,Local,Sunday
2024-01-21,15,1,M,29,Local,Sunday
2024-01-21,16,1,M,43,Local,Sunday
2024-01-21,12,1,M,36,Local,Sunday
2024-01-21,13,1,F,59,Local,Sunday
2024-01-21,11,1,F,44,Foreigner,Sunday
2024-01-21,12,1,M,31,Local,Sunday
2024-01-21,11,1,M,62,Local,Sunday
2024-01-21,18,1,M,58,Foreigner,Sunday
2024-01-21,17,1,M,43,Local,Sunday
2024-01-21,11,1,F,66,Local,Sunday
2024-01-21,13,1,F,70,Foreigner,Sunday
2024-01-21,13,1,F,27,Local,Sunday
2024-01-21,10,1,M,24,Local,Sunday
2024-01-21,16,1,M,44,Foreigner,Sunday
2024-01-21,15,1,F,25,Local,Sunday
2024-01-21,18,1,F,70,Local,Sunday
2024-01-21,14,1,M,36,Local,Sunday
2024-01-21,14,1,F,24,Local,Sunday
2024-01-21,11,1,F,59,Foreigner,Sunday
2024-01-21,17,1,F,38,Foreigner,Sunday
2024-01-21,12,1,F,52,Local,Sunday
2024-01-21,10,1,M,45,Foreigner,Sunday
2024-01-21,13,1,F,19,Local,Sunday
2024-01-21,11,1,M,49,Foreigner,Sunday
2024-01-21,12,1,M,64,Foreigner,Sunday
2024-01-21,10,1,M,27,Local,Sunday
2024-01-21,16,1,F,65,Foreigner,Sunday
2024-01-21,13,1,M,59,Local,Sunday
2024-01-21,13,1,F,20,Local,Sunday
2024-01-21,18,1,M,51,Local,Sunday
2024-01-21,14,1,M,59,Local,Sunday
2024-01-21,17,1,F,28,Local,Sunday
2024-01-21,13,1,F,30,Local,Sunday
2024-01-21,15,1,F,20,Local,Sunday
2024-01-21,10,1,F,45,Foreigner,Sunday
2024-01-21,17,1,F,24,Local,Sunday
2024-01-21,17,1,M,38,Local,Sunday
2024-01-21,10,1,M,59,Foreigner,Sunday
2024-01-21,17,1,M,40,Local,Sunday
2024-01-21,14,1,M,55,Foreigner,Sunday
2024-01-21,16,1,F,64,Local,Sunday
2024-01-21,15,1,F,30,Local,Sunday
2024-01-21,14,1,M,56,Local,Sunday
2024-01-21,12,1,M,27,Local,Sunday
2024-01-21,12,1,M,67,Local,Sunday
2024-01-21,11,1,M,57,Local,Sunday
2024-01-21,17,1,F,21,Local,Sunday
2024-01-21,10,1,F,26,Local,Sunday
2024-01-21,14,1,F,42,Foreigner,Sunday
2024-01-21,14,1,M,61,Local,Sunday
2024-01-21,17,1,F,69,Local,Sunday
2024-01-21,10,1,M,62,Local,Sunday
2024-01-21,11,1,M,19,Foreigner,Sunday
2024-01-21,15,1,F,64,Local,Sunday
2024-01-21,10,1,M,58,Local,Sunday
2024-01-21,13,1,F,30,Local,Sunday
2024-01-21,10,1,M,64,Local,Sunday
2024-01-21,18,1,F,68,Local,Sunday
2024-01-21,18,1,M,58,Foreigner,Sunday
2024-01-21,10,1,M,55,Local,Sunday
2024-01-21,18,1,M,37,Local,Sunday
2024-01-21,13,1,M,31,Local,Sunday
2024-01-21,17,1,F,42,Local,Sunday
2024-01-21,11,1,F,49,Local,Sunday
2024-01-21,10,1,F,60,Local,Sunday
2024-01-21,15,1,F,20,Local,Sunday
2024-01-21,18,1,M,57,Local,Sunday
2024-01-21,10,1,M,55,Foreigner,Sunday
2024-01-21,14,1,M,56,Local,Sunday
2024-01-21,18,1,F,29,Local,Sunday
2024-01-21,10,1,M,51,Local,Sunday
2024-01-21,11,1,F,50,Local,Sunday
2024-01-21,11,1,M,55,Local,Sunday
2024-01-21,10,1,M,40,Foreigner,Sunday
2024-01-21,12,1,F,50,Local,Sunday
2024-01-21,12,1,M,30,Local,Sunday
2024-01-21,15,1,F,19,Local,Sunday
2024-01-21,16,1,F,30,Local,Sunday
2024-01-21,12,1,F,23,Local,Sunday
2024-01-21,14,1,M,60,Local,Sunday
2024-01-21,13,1,M,59,Foreigner,Sunday
2024-01-21,12,1,F,36,Local,Sunday
2024-01-21,14,1,M,56,Local,Sunday
2024-01-21,12,1,M,55,Local,Sunday
2024-01-21,15,1,M,64,Local,Sunday
2024-01-21,14,1,F,39,Foreigner,Sunday
2024-01-21,14,1,F,18,Local,Sunday
2024-01-21,11,1,M,38,Local,Sunday
2024-01-21,12,1,F,23,Local,Sunday
2024-01-21,12,1,M,48,Foreigner,Sunday
2024-01-21,10,1,M,45,Local,Sunday
2024-01-21,18,1,F,34,Local,Sunday
2024-01-21,11,1,F,33,Local,Sunday
2024-01-21,11,1,M,59,Foreigner,Sunday
2024-01-21,11,1,F,49,Local,Sunday
2024-01-21,15,1,M,25,Foreigner,Sunday
2024-01-21,12,1,F,51,Local,Sunday
2024-01-21,14,1,F,44,Local,Sunday
2024-01-21,11,1,F,60,Local,Sunday
2024-01-21,15,1,F,66,Local,Sunday
2024-01-21,17,1,M,59,Local,Sunday
2024-01-21,12,1,M,67,Local,Sunday
2024-01-21,11,1,F,24,Local,Sunday
2024-01-21,17,1,M,45,Local,Sunday
2024-01-21,15,1,F,32,Local,Sunday
2024-01-21,18,1,M,45,Local,Sunday
2024-01-21,14,1,F,37,Local,Sunday
2024-01-21,10,1,F,52,Local,Sunday
2024-01-21,15,1,F,38,Local,Sunday
2024-01-22,16,1,M,18,Local,Monday
2024-01-22,13,1,M,63,Foreigner,Monday
2024-01-22,10,1,F,66,Local,Monday
2024-01-22,14,1,M,64,Local,Monday
2024-01-22,14,1,M,46,Local,Monday
2024-01-22,13,1,F,50,Local,Monday
2024-01-22,11,1,M,59,Local,Monday
2024-01-22,16,1,M,52,Foreigner,Monday
2024-01-22,13,1,F,62,Local,Monday
2024-01-22,12,1,F,18,Local,Monday
2024-01-22,10,1,M,68,Local,Monday
2024-01-22,10,1,M,40,Foreigner,Monday
2024-01-22,16,1,F,24,Local,Monday
2024-01-22,17,1,M,47,Local,Monday
2024-01-22,16,1,M,37,Local,Monday
2024-01-22,12,1,M,63,Local,Monday
2024-01-22,18,1,M,27,Foreigner,Monday
2024-01-22,18,1,F,24,Local,Monday
2024-01-22,12,1,M,34,Local,Monday
2024-01-22,16,1,F,26,Local,Monday
2024-01-22,12,1,F,52,Foreigner,Monday
2024-01-22,10,1,F,52,Foreigner,Monday
2024-01-22,11,1,F,54,Local,Monday
2024-01-22,17,1,M,20,Foreigner,Monday
2024-01-22,17,1,F,49,Local,Monday
2024-01-22,15,1,M,33,Local,Monday
2024-01-22,15,1,F,27,Local,Monday
2024-01-22,11,1,M,39,Local,Monday
2024-01-22,16,1,F,46,Local,Monday
2024-01-22,15,1,M,59,Local,Monday
2024-01-22,10,1,M,51,Local,Monday
2024-01-22,10,1,M,25,Foreigner,Monday
2024-01-22,13,1,M,45,Local,Monday
2024-01-22,12,1,M,35,Foreigner,Monday
2024-01-22,15,1,M,66,Foreigner,Monday
2024-01-22,10,1,F,50,Local,Monday
2024-01-22,13,1,F,53,Local,Monday
2024-01-22,11,1,M,44,Local,Monday
2024-01-22,17,1,M,42,Foreigner,Monday
2024-01-22,11,1,F,53,Local,Monday
2024-01-22,13,1,F,52,Local,Monday
2024-01-22,13,1,F,47,Foreigner,Monday
2024-01-22,18,1,F,38,Foreigner,Monday
2024-01-22,18,1,M,30,Local,Monday
2024-01-22,15,1,F,70,Local,Monday
2024-01-22,12,1,M,35,Local,Monday
2024-01-22,14,1,F,27,Local,Monday
2024-01-22,18,1,F,25,Foreigner,Monday
2024-01-22,10,1,F,45,Local,Monday
2024-01-22,10,1,M,66,Foreigner,Monday
2024-01-22,18,1,F,28,Local,Monday
2024-01-22,12,1,F,32,Local,Monday
2024-01-22,13,1,F,62,Local,Monday
2024-01-22,11,1,M,63,Local,Monday
2024-01-22,11,1,M,18,Local,Monday
2024-01-22,16,1,F,41,Local,Monday
2024-01-22,14,1,M,48,Local,Monday
2024-01-22,16,1,M,20,Local,Monday
2024-01-22,17,1,M,25,Local,Monday
2024-01-22,15,1,F,62,Local,Monday
2024-01-22,13,1,F,64,Local,Monday
2024-01-22,17,1,F,38,Local,Monday
2024-01-22,10,1,F,25,Local,Monday
2024-01-22,11,1,M,59,Foreigner,Monday
2024-01-22,15,1,M,28,Local,Monday
2024-01-22,15,1,F,19,Local,Monday
2024-01-22,16,1,M,31,Foreigner,Monday
2024-01-22,10,1,F,57,Local,Monday
2024-01-22,14,1,F,24,Local,Monday
2024-01-22,12,1,F,33,Local,Monday
2024-01-22,16,1,F,22,Foreigner,Monday
2024-01-22,18,1,M,39,Local,Monday
2024-01-22,17,1,F,67,Local,Monday
2024-01-22,14,1,F,58,Local,Monday
2024-01-22,18,1,F,67,Local,Monday
2024-01-22,15,1,F,45,Local,Monday
2024-01-22,18,1,F,58,Local,Monday
2024-01-22,15,1,M,39,Foreigner,Monday
2024-01-22,18,1,F,49,Local,Monday
2024-01-22,14,1,M,51,Local,Monday
2024-01-22,11,1,M,55,Local,Monday
2024-01-22,18,1,F,47,Local,Monday
2024-01-22,15,1,F,52,Foreigner,Monday
2024-01-22,17,1,F,58,Foreigner,Monday
2024-01-22,15,1,M,54,Local,Monday
2024-01-22,11,1,M,28,Local,Monday
2024-01-22,16,1,M,47,Local,Monday
2024-01-22,10,1,F,64,Local,Monday
2024-01-22,12,1,M,21,Foreigner,Monday
2024-01-22,15,1,M,59,Local,Monday
2024-01-22,14,1,F,65,Local,Monday
2024-01-22,16,1,F,37,Local,Monday
2024-01-22,18,1,F,25,Local,Monday
2024-01-22,15,1,F,23,Local,Monday
2024-01-22,14,1,F,21,Foreigner,Monday
2024-01-22,12,1,M,24,Local,Monday
2024-01-22,17,1,M,67,Local,Monday
2024-01-22,16,1,F,61,Local,Monday
2024-01-22,16,1,F,42,Local,Monday
2024-01-22,10,1,M,47,Foreigner,Monday
2024-01-22,11,1,M,48,Foreigner,Monday
2024-01-22,12,1,M,26,Foreigner,Monday
2024-01-22,15,1,F,43,Local,Monday
2024-01-22,18,1,M,24,Local,Monday
2024-01-22,17,1,F,39,Foreigner,Monday
2024-01-22,18,1,M,61,Local,Monday
2024-01-22,12,1,F,18,Local,Monday
2024-01-22,17,1,M,70,Local,Monday
2024-01-22,15,1,F,46,Local,Monday
2024-01-22,14,1,M,43,Local,Monday
2024-01-22,16,1,F,26,Local,Monday
2024-01-22,17,1,M,44,Local,Monday
2024-01-22,18,1,F,50,Local,Monday
2024-01-22,15,1,F,65,Local,Monday
2024-01-22,13,1,M,61,Foreigner,Monday
2024-01-22,12,1,F,70,Local,Monday
2024-01-22,14,1,M,49,Local,Monday
2024-01-22,11,1,M,28,Local,Monday
2024-01-22,17,1,M,65,Local,Monday
2024-01-22,12,1,F,19,Local,Monday
2024-01-22,10,1,F,27,Local,Monday
2024-01-22,16,1,F,21,Local,Monday
2024-01-22,18,1,M,26,Foreigner,Monday
2024-01-22,13,1,F,61,Local,Monday
2024-01-22,14,1,F,52,Local,Monday
2024-01-22,10,1,F,65,Local,Monday
2024-01-22,14,1,M,20,Local,Monday
2024-01-22,12,1,M,60,Local,Monday
2024-01-22,11,1,M,22,Local,Monday
2024-01-22,13,1,M,27,Foreigner,Monday
2024-01-22,14,1,M,53,Local,Monday
2024-01-22,13,1,F,53,Foreigner,Monday
2024-01-22,15,1,M,54,Local,Monday
2024-01-22,10,1,F,24,Foreigner,Monday
2024-01-22,16,1,F,43,Local,Monday
2024-01-22,16,1,M,54,Local,Monday
2024-01-22,17,1,F,20,Local,Monday
2024-01-22,15,1,M,61,Local,Monday
2024-01-22,14,1,F,45,Foreigner,Monday
2024-01-22,13,1,M,56,Local,Monday
2024-01-22,18,1,F,30,Local,Monday
2024-01-22,16,1,F,62,Foreigner,Monday
2024-01-22,17,1,F,64,Foreigner,Monday
2024-01-22,17,1,F,20,Local,Monday
2024-01-22,18,1,M,41,Local,Monday
2024-01-22,10,1,F,69,Foreigner,Monday
2024-01-22,12,1,F,60,Local,Monday
2024-01-22,11,1,F,46,Local,Monday
2024-01-22,13,1,M,37,Local,Monday
2024-01-22,11,1,M,65,Local,Monday
2024-01-22,16,1,M,59,Local,Monday
2024-01-22,17,1,M,35,Foreigner,Monday
2024-01-22,13,1,M,21,Foreigner,Monday
2024-01-22,17,1,F,41,Foreigner,Monday
2024-01-22,17,1,M,58,Local,Monday
2024-01-22,12,1,F,43,Local,Monday
2024-01-22,16,1,M,27,Local,Monday
2024-01-22,16,1,M,48,Foreigner,Monday
2024-01-22,16,1,F,24,Local,Monday
2024-01-22,14,1,M,49,Local,Monday
2024-01-22,13,1,F,47,Local,Monday
2024-01-22,10,1,F,33,Local,Monday
2024-01-22,10,1,M,44,Local,Monday
2024-01-22,18,1,M,21,Local,Monday
2024-01-22,18,1,M,45,Local,Monday
2024-01-22,14,1,F,26,Local,Monday
2024-01-22,16,1,M,31,Foreigner,Monday
2024-01-22,10,1,F,48,Foreigner,Monday
2024-01-22,11,1,F,41,Local,Monday
2024-01-22,13,1,F,27,Foreigner,Monday
2024-01-22,10,1,M,37,Local,Monday
2024-01-22,15,1,M,53,Foreigner,Monday
2024-01-22,11,1,M,44,Local,Monday
2024-01-22,12,1,F,43,Local,Monday
2024-01-22,17,1,F,19,Local,Monday
2024-01-22,13,1,M,50,Local,Monday
2024-01-22,12,1,F,21,Foreigner,Monday
2024-01-22,13,1,M,64,Foreigner,Monday
2024-01-22,15,1,M,37,Local,Monday
2024-01-22,16,1,M,64,Local,Monday
2024-01-22,15,1,F,57,Foreigner,Monday
2024-01-22,17,1,F,29,Local,Monday
2024-01-22,17,1,F,64,Local,Monday
2024-01-22,17,1,M,54,Local,Monday
2024-01-22,12,1,M,59,Local,Monday
2024-01-22,13,1,M,49,Local,Monday
2024-01-22,14,1,F,65,Foreigner,Monday
2024-01-22,12,1,F,63,Local,Monday
2024-01-22,11,1,M,20,Local,Monday
2024-01-22,14,1,F,63,Local,Monday
2024-01-22,16,1,M,36,Local,Monday
2024-01-22,15,1,M,51,Foreigner,Monday
2024-01-22,13,1,F,27,Foreigner,Monday
2024-01-22,10,1,M,34,Foreigner,Monday
2024-01-22,18,1,F,30,Foreigner,Monday
2024-01-22,16,1,F,25,Local,Monday
2024-01-22,10,1,F,37,Local,Monday
2024-01-22,10,1,M,60,Local,Monday
2024-01-22,10,1,F,52,Foreigner,Monday
2024-01-23,18,1,M,67,Local,Tuesday
2024-01-23,11,1,M,25,Local,Tuesday
2024-01-23,13,1,M,19,Local,Tuesday
2024-01-23,12,1,M,45,Local,Tuesday
2024-01-23,10,1,M,64,Local,Tuesday
2024-01-23,11,1,M,41,Local,Tuesday
2024-01-23,18,1,F,46,Foreigner,Tuesday
2024-01-23,10,1,F,20,Foreigner,Tuesday
2024-01-23,15,1,F,59,Local,Tuesday
2024-01-23,13,1,F,40,Local,Tuesday
2024-01-23,12,1,F,59,Local,Tuesday
2024-01-23,17,1,M,21,Local,Tuesday
2024-01-23,15,1,F,54,Local,Tuesday
2024-01-23,12,1,M,26,Foreigner,Tuesday
2024-01-23,17,1,M,36,Foreigner,Tuesday
2024-01-23,12,1,M,59,Foreigner,Tuesday
2024-01-23,16,1,M,43,Local,Tuesday
2024-01-23,18,1,M,39,Local,Tuesday
2024-01-23,12,1,F,52,Local,Tuesday
2024-01-23,10,1,F,32,Local,Tuesday
2024-01-23,14,1,F,26,Local,Tuesday
2024-01-23,11,1,M,44,Local,Tuesday
2024-01-23,17,1,M,42,Foreigner,Tuesday
2024-01-23,12,1,F,29,Local,Tuesday
2024-01-23,12,1,F,63,Foreigner,Tuesday
2024-01-23,16,1,F,46,Local,Tuesday
2024-01-23,14,1,F,24,Local,Tuesday
2024-01-23,16,1,F,55,Local,Tuesday
2024-01-23,13,1,F,19,Local,Tuesday
2024-01-23,13,1,F,66,Foreigner,Tuesday
2024-01-23,17,1,M,24,Foreigner,Tuesday
2024-01-23,17,1,F,66,Local,Tuesday
2024-01-23,14,1,F,37,Local,Tuesday
2024-01-23,12,1,F,61,Local,Tuesday
2024-01-23,13,1,M,31,Local,Tuesday
2024-01-23,17,1,F,25,Local,Tuesday
2024-01-23,10,1,F,31,Local,Tuesday
2024-01-23,10,1,M,33,Local,Tuesday
2024-01-23,12,1,M,63,Local,Tuesday
2024-01-23,18,1,F,48,Foreigner,Tuesday
2024-01-23,13,1,F,19,Local,Tuesday
2024-01-23,15,1,M,58,Local,Tuesday
2024-01-23,15,1,M,38,Local,Tuesday
2024-01-23,12,1,M,69,Local,Tuesday
2024-01-23,13,1,F,48,Foreigner,Tuesday
2024-01-23,12,1,F,25,Local,Tuesday
2024-01-23,18,1,F,39,Local,Tuesday
2024-01-23,14,1,F,70,Local,Tuesday
2024-01-23,12,1,F,56,Local,Tuesday
2024-01-23,15,1,M,51,Local,Tuesday
2024-01-23,17,1,F,28,Local,Tuesday
2024-01-23,16,1,M,62,Local,Tuesday
2024-01-23,17,1,F,37,Local,Tuesday
2024-01-23,16,1,M,47,Local,Tuesday
2024-01-23,10,1,F,31,Local,Tuesday
2024-01-23,11,1,F,31,Local,Tuesday
2024-01-23,15,1,F,23,Foreigner,Tuesday
2024-01-23,17,1,F,60,Local,Tuesday
2024-01-23,11,1,F,31,Local,Tuesday
2024-01-23,10,1,F,67,Foreigner,Tuesday
2024-01-23,17,1,M,43,Local,Tuesday
2024-01-23,11,1,F,27,Local,Tuesday
2024-01-23,13,1,F,55,Foreigner,Tuesday
2024-01-23,16,1,F,45,Local,Tuesday
